session.code,participant.code,session_type,session_discount,d_n_dutch_irrational_bid,d_round_dutch_irrational_bid,d_n_dutch_predicted_win,d_diff_dutch_predicted_win,d_round_dutch_predicted_win,d_n_dutch_predicted_lose,d_round_dutch_predicted_lose,d_n_dutch_lucky_win,d_diff_dutch_lucky_win,d_round_dutch_lucky_win,d_n_dutch_greedy_lose,d_diff_dutch_greedy_lose,d_round_dutch_greedy_lose,h_n_dutch_irrational_bid,h_round_dutch_irrational_bid,h_n_dutch_predicted_win,h_diff_dutch_predicted_win,h_round_dutch_predicted_win,h_n_dutch_predicted_lose,h_round_dutch_predicted_lose,h_n_dutch_lucky_win,h_diff_dutch_lucky_win,h_round_dutch_lucky_win,h_n_dutch_greedy_lose,h_diff_dutch_greedy_lose,h_round_dutch_greedy_lose,h_n_contest_correct_bid,h_round_contest_correct_bid,h_n_contest_correct_leave,h_round_contest_correct_leave,h_n_contest_irrational,h_round_contest_irrational,h_n_contest_regret,h_diff_contest_regret,h_round_contest_regret,h_n_english_irrational,h_diff_english_irrational,h_round_english_irrational,h_n_english_correct,h_diff_english_correct,h_round_english_correct
yq06059v,1htdpw0k,02_D1H2,0.009,0,[],3,"[9.336365870000002, 2.70637636, -3.2124213040000003]","[7, 9, 18]",11,"[3, 4, 5, 6, 10, 11, 12, 13, 14, 15, 16]",2,"[0.8660471469999997, -1.435119867]","[8, 17]",2,"[1.50149824, 1.005409777]","[19, 20]",0,[],5,"[0.938820615, 2.0, 4.0, 0.9934685170000002, 2.0]","[6, 8, 10, 15, 17]",3,"[3, 5, 18]",5,"[-2.369744096, 4.584695177, 1.1825560259999999, -1.2958372539999998, -0.845060406]","[9, 11, 12, 16, 19]",5,"[6.0, 10.0, 1.872507497, 7.407717303, 9.0]","[4, 7, 13, 14, 20]",15,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19]",1,[18],0,[],2,"[16, 42]","[3, 20]",0,[],[],15,"[22, 10, 8, 35, 3, 1, 32, 3, 2, 1, 5, 2, 1, 12, 0]","[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19]"
yq06059v,v5vrg7tz,02_D1H2,0.009,0,[],10,"[-7.84823016, -16.25330199, -14.598667939999999, -16.07268513, -4.29362364, -2.4008957199999994, -1.1339528530000003, -9.921510699999999, -7.49850176, -11.07268513]","[6, 8, 9, 10, 11, 14, 15, 17, 18, 19]",3,"[5, 7, 13]",2,"[-2.869309167, -11.598667939999999]","[4, 12]",3,"[2.533386807, 3.130690833, 3.047872293]","[3, 16, 20]",0,[],9,"[-5.127492503, -2.731482164, 0.25883982399999983, -4.061179385, 1.3932680419999999, 3.0, 0.8944886629999997, -6.061179385, -1.760423237]","[5, 6, 7, 8, 11, 14, 16, 18, 20]",0,[],7,"[-8.512308266, -3.434256032, 1.1884546230000002, -2.292952934, 3.181597021, 1.1884546230000002, -1.1055113370000003]","[3, 4, 9, 12, 15, 17, 19]",2,"[4.0, 1.1157501100000005]","[10, 13]",18,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,[],0,[],0,[],[],1,[-2],[3],17,"[14, 6, 14, 11, 5, 10, 29, 26, 1, 25, 19, 2, 17, 2, 7, 1, 3]","[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
yq06059v,p8ywwhae,02_D1H2,0.009,0,[],7,"[4.70637636, 5.92731487, -6.7371088, 8.74669801, 2.072969650000001, 17.33636587, -0.2923894500000017]","[4, 5, 11, 12, 13, 15, 18]",7,"[3, 7, 8, 10, 14, 17, 19]",0,[],[],4,"[2.15176984, 0.0054097769999998935, 12.571303700000001, 2.021458283]","[6, 9, 16, 20]",0,[],2,"[-0.4153048229999996, 11.0]","[3, 10]",7,"[5, 6, 8, 9, 11, 13, 18]",2,"[-0.46253049899999965, -0.2929529340000001]","[4, 7]",7,"[3.84655185, 11.99799329, 2.407717303, 4.894488663, 10.0, 1.981196793, 5.188060608]","[12, 14, 15, 16, 17, 19, 20]",17,"[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20]",1,[11],0,[],0,[],[],1,[-1],[19],16,"[14, 0, 2, 0, 0, 2, 0, 25, 11, 0, 38, 27, 0, 6, 0, 12]","[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20]"
yq06059v,fs6l5l21,02_D1H2,0.009,1,[11],9,"[-9.7371088, -5.84166432, -2.22010083, -5.927030349999999, 1.564880133, -10.927030349999999, -0.43511986700000005, -13.647825439999998, -6.763010399999999]","[4, 5, 6, 7, 8, 10, 13, 16, 18]",6,"[3, 9, 12, 14, 15, 19]",0,[],[],2,"[2.08437568, 4.08437568]","[17, 20]",1,[17],6,"[5.0, 3.0, 2.0, -2.127492503, 0.5374695010000003, 4.6814390800000005]","[8, 11, 12, 13, 14, 20]",4,"[3, 9, 16, 18]",4,"[-8.061179384999999, -2.127492503, -3.731482164, -5.512308266]","[5, 7, 15, 19]",3,"[2.784382281, 3.872507497, 1.565743968]","[4, 6, 10]",15,"[3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20]",1,[9],1,[17],1,[22],[6],7,"[-3, -26, -18, -4, -5, -14, -13]","[5, 7, 10, 16, 17, 18, 19]",9,"[8, 5, 38, 34, 11, 2, 8, 10, 34]","[3, 4, 8, 11, 12, 13, 14, 15, 20]"
c9oliyzc,5j2i1vhn,02_D1H2,0.009,0,[],9,"[-9.40089572, -16.34300436, -16.07394949, -7.887039390000002, -10.22010083, -7.763010399999999, -7.181555979999999, 7.112960609999998, 16.51952098]","[4, 5, 8, 12, 13, 15, 18, 19, 20]",8,"[3, 6, 7, 9, 10, 11, 16, 17]",1,[0.04787229300000018],[14],0,[],[],0,[],2,"[-3.718773864, 9.0]","[5, 20]",2,"[6, 18]",10,"[-4.817443974, -2.562187895, -2.292952934, -0.8115453769999998, -1.434256032, -2.512308266, 2.5132450979999996, 6.008480611, 1.7041627460000002, 5.784382281]","[3, 4, 7, 8, 9, 10, 11, 14, 16, 19]",4,"[11.0, 0.009987905, 0.459787808, 1.981196793]","[12, 13, 15, 17]",16,"[3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20]",1,[6],0,[],1,[1],[13],0,[],[],16,"[6, 7, 0, 1, 1, 1, 0, 1, 42, 27, 1, 12, 14, 8, 29, 32]","[3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20]"
c9oliyzc,6flwmngp,02_D1H2,0.009,0,[],6,"[-5.49850176, -0.25330199000000064, -2.0564361499999997, -7.84166432, -6.05643615, -1.927030349999999]","[4, 5, 7, 10, 15, 18]",10,"[6, 8, 9, 11, 12, 13, 14, 16, 19, 20]",1,[-0.4878788190000001],[17],1,[2.1129606099999982],[3],0,[],8,"[5.393268042, 6.584695177, 6.008480611, 5.630255904, 9.25188264, 3.8944886629999997, 7.827249941, 10.55465343]","[6, 7, 8, 11, 13, 17, 19, 20]",3,"[3, 10, 16]",4,"[-1.091074651, 1.84655185, -0.40578611099999995, -0.911936666]","[4, 5, 12, 18]",3,"[7.0, 7.584695177, 7.181597021]","[9, 14, 15]",17,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20]",0,[],0,[],1,[3],[16],2,"[-30, -2]","[3, 18]",15,"[8, 8, 30, 11, 18, 27, 9, 29, 2, 16, 3, 5, 7, 30, 41]","[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20]"
c9oliyzc,4l3lx5qd,02_D1H2,0.009,0,[],5,"[0.32572509499999924, 0.6402669299999992, -0.0739494900000004, 10.15833568, 1.5713037000000014]","[5, 9, 10, 11, 12]",10,"[4, 6, 7, 8, 13, 15, 17, 18, 19, 20]",1,[-10.05643615],[3],2,"[7.499727050000001, 0.9530820809999998]","[14, 16]",0,[],0,[],[],3,"[5, 8, 17]",2,"[-3.1055113370000003, 8.827249941]","[3, 7]",13,"[6.181597021, 5.258839824, 12.0, 4.630255904, 7.993468517, 10.68143908, 5.894488663, 9.68143908, 2.182556026, 6.0, 6.784382281, 2.704162746, 4.784382281]","[4, 6, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20]",15,"[3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",1,[8],0,[],2,"[32, 18]","[4, 19]",2,"[-1, -1]","[5, 10]",13,"[2, 8, 20, 6, 8, 20, 28, 36, 10, 30, 0, 22, 15]","[3, 6, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 20]"
c9oliyzc,zaqedj3d,02_D1H2,0.009,0,[],4,"[-1.2124213040000003, -0.5914892179999995, -5.05643615, -4.49260825]","[11, 12, 17, 18]",12,"[3, 4, 5, 7, 8, 9, 10, 13, 14, 15, 16, 19]",2,"[-7.181555979999999, -7.22010083]","[6, 20]",0,[],[],0,[],3,"[8.0, 10.99799329, 11.0]","[3, 8, 10]",6,"[5, 6, 7, 12, 15, 20]",1,[5.258839824],[11],8,"[7.0, 10.68143908, 3.188454623, 5.393268042, 10.11575011, 10.25188264, 3.84655185, 2.0]","[4, 9, 13, 14, 16, 17, 18, 19]",18,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,[],0,[],0,[],[],1,[-8],[20],17,"[0, 34, 8, 9, 1, 42, 0, 49, 1, 1, 0, 1, 1, 35, 39, 20, 6]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
c9oliyzc,hoy3pfhe,02_D1H2,0.009,0,[],8,"[0.5713037000000014, -0.7630103999999989, -7.07394949, -5.428696299999999, 0.25164215499999987, 15.15833568, -1.8416643199999996, -12.07268513]","[3, 8, 9, 12, 14, 16, 19, 20]",8,"[4, 5, 6, 10, 11, 15, 17, 18]",2,"[-11.598667939999999, -11.07394949]","[7, 13]",0,[],[],0,[],2,"[3.99799329, 7.0]","[15, 18]",4,"[10, 11, 13, 20]",1,[5.630255904],[14],11,"[1.6302559040000002, 8.0, 8.99799329, 10.0, 11.0, 2.268517836, 6.0, 3.565743968, 9.0, 2.84655185, 7.407717303]","[3, 4, 5, 6, 7, 8, 9, 12, 16, 17, 19]",16,"[4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",0,[],0,[],2,"[25, 2]","[3, 10]",2,"[-2, -5]","[14, 20]",14,"[33, 26, 34, 26, 7, 30, 1, 1, 0, 22, 14, 4, 41, 33]","[4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 17, 18, 19]"
c9oliyzc,zspyqro9,02_D1H2,0.009,0,[],13,"[-5.663634129999998, 3.236989600000001, -7.400895719999999, -10.25330199, 7.92731487, -3.927030349999999, -16.88703939, -4.748357845, 3.3815167000000006, 4.381516700000001, 1.4997270500000006, -1.84823016, -4.927030349999999]","[3, 4, 5, 6, 7, 10, 11, 13, 14, 16, 17, 19, 20]",4,"[9, 12, 15, 18]",1,[-10.763010399999999],[8],0,[],[],0,[],6,"[4.784382281, 4.894488663, 8.25188264, 9.68143908, 2.268517836, 0.0881368549999999]","[12, 13, 14, 15, 16, 20]",5,"[5, 9, 11, 18, 19]",2,"[-1.562187895, 2.565743968]","[4, 6]",5,"[0.8272499409999998, 2.84655185, 4.407717303, 9.0, 0.009987905]","[3, 7, 8, 10, 17]",15,"[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 19, 20]",1,[18],0,[],2,"[3, 1]","[11, 17]",1,[-6],[20],14,"[12, 1, 0, 0, 1, 15, 2, 30, 16, 21, 8, 11, 19, 2]","[3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 19]"
c9oliyzc,e2546rj5,02_D1H2,0.009,0,[],12,"[-5.5914892179999995, -7.29362364, -0.3936758280000001, -12.07268513, -10.292389450000002, -3.5002729499999994, -12.01437271, -10.49850176, -7.05643615, -1.91562432, -9.887039390000002, -5.84166432]","[3, 6, 7, 8, 9, 10, 13, 14, 15, 16, 17, 18]",5,"[4, 5, 11, 12, 19]",0,[],[],1,[2.15176984],[20],0,[],5,"[8.0, 5.827249941, 5.0, 2.25188264, -2.606731958]","[7, 14, 15, 17, 18]",2,"[4, 20]",7,"[-3.911863145, -5.731482164, -2.731482164, -0.5621878950000001, 5.258839824, -4.061179385, 0.6814390800000005]","[5, 6, 9, 10, 12, 16, 19]",4,"[2.827249941, 7.0, 6.584695177, 10.0]","[3, 8, 11, 13]",16,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",1,[4],0,[],1,[1],[20],0,[],[],16,"[28, 1, 1, 30, 23, 0, 1, 12, 1, 31, 19, 12, 1, 10, 22, 1]","[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
c9oliyzc,0302jtuk,02_D1H2,0.009,0,[],6,"[-6.763010399999999, -6.428696299999999, -6.647825439999998, -0.056436149999999685, -1.0739494900000004, -5.253301990000001]","[4, 9, 11, 15, 16, 19]",10,"[3, 5, 7, 8, 10, 12, 13, 14, 18, 20]",1,[-9.343004359999998],[6],1,[3.130690833],[17],0,[],7,"[7.0, 7.0, 5.584695177, 7.25188264, 9.99799329, 4.393268042, 0.4378121049999999]","[3, 4, 5, 9, 10, 11, 20]",0,[],6,"[-0.512308266, 0.5374695010000003, 2.84655185, 6.407717303, 1.1825560259999999, 0.487691734]","[6, 8, 13, 16, 17, 18]",5,"[8.0, 11.0, 0.84655185, 2.827249941, 0.459787808]","[7, 12, 14, 15, 19]",17,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",0,[],0,[],1,[7],[19],1,[-2],[20],16,"[45, 43, 21, 3, 36, 5, 27, 12, 22, 18, 6, 6, 5, 4, 11, 2]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
